train,val,test
4,281,281
66,2227,2227
286,3092,3092
431,3672,3672
706,4827,4827
970,5265,5265
1020,5456,5456
1080,7482,7482
1101,8130,8130
1252,8531,8531
1289,8713,8713
1295,8805,8805
1660,8985,8985
1666,9254,9254
1774,10642,10642
1925,10800,10800
1943,11431,11431
1952,12159,12159
2097,14312,14312
2391,15671,15671
2666,16042,16042
2706,16494,16494
2906,17416,17416
3055,17854,17854
3084,18196,18196
3098,18981,18981
3191,19030,19030
3222,19512,19512
3264,19569,19569
3511,20463,20463
3881,21373,21373
3997,22221,22221
4211,22290,22290
4608,22489,22489
4797,22654,22654
4877,24023,24023
4963,24563,24563
5015,25256,25256
5114,26862,26862
5251,27249,27249
5264,28519,28519
5307,30515,30515
5851,30868,30868
5852,31033,31033
5970,31383,31383
5992,31793,31793
6140,34247,34247
6175,34508,34508
6281,34690,34690
6359,34720,34720
6363,35592,35592
6449,35652,35652
6558,35754,35754
6582,35998,35998
6793,38097,38097
6843,38535,38535
6898,39146,39146
6951,39255,39255
7204,39425,39425
7329,39728,39728
7490,39880,39880
7955,42549,42549
8213,43815,43815
8240,43875,43875
8279,44976,44976
9154,45185,45185
9183,45725,45725
9341,45990,45990
9509,46469,46469
9658,46769,46769
9697,47911,47911
10077,47984,47984
10143,48973,48973
10246,49281,49281
10252,50878,50878
10469,51346,51346
10548,51679,51679
10896,52420,52420
11263,52836,52836
11417,52846,52846
11557,53098,53098
11559,53402,53402
12222,53688,53688
12244,54506,54506
12442,55287,55287
12522,56843,56843
12902,57100,57100
13364,57265,57265
13387,57711,57711
13526,58974,58974
13987,59760,59760
14039,59900,59900
14051,60058,60058
14127,61089,61089
14401,61280,61280
14424,61424,61424
14532,61823,61823
14542,63121,63121
14617,63165,63165
15139,63289,63289
15188,64824,64824
15209,65094,65094
15221,,
15231,,
15293,,
15470,,
15486,,
15583,,
15742,,
15871,,
15912,,
16064,,
16209,,
16325,,
16876,,
16986,,
17067,,
17174,,
17291,,
17365,,
17487,,
17738,,
18014,,
18138,,
18547,,
18568,,
18607,,
18810,,
18813,,
18896,,
18914,,
19157,,
19255,,
20205,,
20312,,
20316,,
20329,,
20670,,
20858,,
20882,,
21232,,
21260,,
21303,,
21432,,
21445,,
21910,,
21929,,
22155,,
22425,,
22740,,
22924,,
23523,,
23629,,
23796,,
24507,,
24617,,
24759,,
24991,,
25331,,
25561,,
25604,,
25792,,
25923,,
25928,,
26025,,
26124,,
26190,,
26219,,
26533,,
26603,,
26644,,
26939,,
26950,,
27245,,
27315,,
27739,,
27747,,
27851,,
27950,,
28028,,
28066,,
28121,,
28393,,
28562,,
28603,,
28736,,
28821,,
28922,,
29147,,
29200,,
29240,,
29331,,
29615,,
29888,,
29904,,
29915,,
30203,,
30272,,
30369,,
30508,,
30539,,
30712,,
30738,,
30792,,
30794,,
30986,,
31297,,
31300,,
31333,,
31473,,
32032,,
32035,,
32042,,
32112,,
32192,,
32432,,
32596,,
32636,,
33708,,
33839,,
33976,,
33984,,
34277,,
34649,,
34688,,
34822,,
34845,,
35197,,
35239,,
35792,,
35909,,
35953,,
36008,,
36063,,
36204,,
36499,,
36513,,
36639,,
36678,,
37190,,
37307,,
37367,,
37655,,
38018,,
38019,,
38041,,
38048,,
38118,,
38349,,
38366,,
38479,,
38585,,
38647,,
38669,,
38687,,
38849,,
38901,,
38959,,
39144,,
39172,,
39208,,
39252,,
39258,,
39269,,
39297,,
39365,,
39466,,
39872,,
39893,,
39990,,
40079,,
40124,,
40129,,
40503,,
40639,,
40888,,
41099,,
41361,,
41801,,
42125,,
42260,,
42296,,
43280,,
43390,,
43432,,
43671,,
43796,,
43998,,
44232,,
44283,,
44432,,
44530,,
44581,,
44700,,
44804,,
44962,,
45104,,
45254,,
45578,,
45630,,
46139,,
46172,,
46435,,
46444,,
46543,,
46688,,
46736,,
46793,,
46815,,
47020,,
47105,,
47431,,
47837,,
47960,,
48502,,
48506,,
48550,,
48861,,
49587,,
49872,,
49942,,
49995,,
50048,,
50246,,
50304,,
50589,,
50712,,
50962,,
51021,,
51032,,
51128,,
51215,,
51499,,
51832,,
51893,,
52108,,
52259,,
52275,,
52308,,
52375,,
52438,,
52461,,
52612,,
52752,,
52784,,
52931,,
53059,,
53377,,
53859,,
53900,,
54007,,
54408,,
54473,,
54590,,
54825,,
54928,,
54949,,
54990,,
55279,,
55281,,
55876,,
56117,,
56221,,
56351,,
56500,,
56799,,
56861,,
56875,,
56947,,
56993,,
57162,,
57468,,
57598,,
58895,,
58947,,
59002,,
59031,,
59383,,
59515,,
59589,,
60287,,
60685,,
60928,,
60936,,
60988,,
61033,,
61100,,
61320,,
61493,,
61689,,
61852,,
61961,,
62476,,
62641,,
62828,,
63015,,
63298,,
63367,,
63429,,
63836,,
63897,,
63941,,
64111,,
64188,,
64629,,
64771,,
64950,,
65022,,
65300,,
65371,,
65533,,
