train,val,test
4,286,286
66,431,431
281,970,970
706,1252,1252
1020,1925,1925
1080,2666,2666
1101,2706,2706
1289,3084,3084
1295,3264,3264
1660,4963,4963
1666,5114,5114
1774,5251,5251
1943,7204,7204
1952,9154,9154
2097,9341,9341
2227,9658,9658
2391,11263,11263
2906,12222,12222
3055,12522,12522
3092,12902,12902
3098,13987,13987
3191,14127,14127
3222,14401,14401
3511,14542,14542
3672,15188,15188
3881,15486,15486
3997,15583,15583
4211,15742,15742
4608,16986,16986
4797,17738,17738
4827,18810,18810
4877,18813,18813
5015,18896,18896
5264,19255,19255
5265,21303,21303
5307,21445,21445
5456,22924,22924
5851,24759,24759
5852,24991,24991
5970,26124,26124
5992,26219,26219
6140,27315,27315
6175,27747,27747
6281,27851,27851
6359,28736,28736
6363,29147,29147
6449,29240,29240
6558,30203,30203
6582,30712,30712
6793,30792,30792
6843,31333,31333
6898,32596,32596
6951,32636,32636
7329,34277,34277
7482,35909,35909
7490,36063,36063
7955,36499,36499
8130,37190,37190
8213,38959,38959
8240,39144,39144
8279,39172,39172
8531,39252,39252
8713,39269,39269
8805,39297,39297
8985,39365,39365
9183,39466,39466
9254,39990,39990
9509,40079,40079
9697,40888,40888
10077,43671,43671
10143,46139,46139
10246,46543,46543
10252,46736,46736
10469,47020,47020
10548,47431,47431
10642,49587,49587
10800,49872,49872
10896,51499,51499
11417,51893,51893
11431,52108,52108
11557,52259,52259
11559,52308,52308
12159,52461,52461
12244,53059,53059
12442,53859,53859
13364,53900,53900
13387,54928,54928
13526,55281,55281
14039,56351,56351
14051,56500,56500
14312,56947,56947
14424,56993,56993
14532,57598,57598
14617,59515,59515
15139,60287,60287
15209,61033,61033
15221,61100,61100
15231,61493,61493
15293,61689,61689
15470,62641,62641
15671,63015,63015
15871,63897,63897
15912,64188,64188
16042,64771,64771
16064,65022,65022
16209,,
16325,,
16494,,
16876,,
17067,,
17174,,
17291,,
17365,,
17416,,
17487,,
17854,,
18014,,
18138,,
18196,,
18547,,
18568,,
18607,,
18914,,
18981,,
19030,,
19157,,
19512,,
19569,,
20205,,
20312,,
20316,,
20329,,
20463,,
20670,,
20858,,
20882,,
21232,,
21260,,
21373,,
21432,,
21910,,
21929,,
22155,,
22221,,
22290,,
22425,,
22489,,
22654,,
22740,,
23523,,
23629,,
23796,,
24023,,
24507,,
24563,,
24617,,
25256,,
25331,,
25561,,
25604,,
25792,,
25923,,
25928,,
26025,,
26190,,
26533,,
26603,,
26644,,
26862,,
26939,,
26950,,
27245,,
27249,,
27739,,
27950,,
28028,,
28066,,
28121,,
28393,,
28519,,
28562,,
28603,,
28821,,
28922,,
29200,,
29331,,
29615,,
29888,,
29904,,
29915,,
30272,,
30369,,
30508,,
30515,,
30539,,
30738,,
30794,,
30868,,
30986,,
31033,,
31297,,
31300,,
31383,,
31473,,
31793,,
32032,,
32035,,
32042,,
32112,,
32192,,
32432,,
33708,,
33839,,
33976,,
33984,,
34247,,
34508,,
34649,,
34688,,
34690,,
34720,,
34822,,
34845,,
35197,,
35239,,
35592,,
35652,,
35754,,
35792,,
35953,,
35998,,
36008,,
36204,,
36513,,
36639,,
36678,,
37307,,
37367,,
37655,,
38018,,
38019,,
38041,,
38048,,
38097,,
38118,,
38349,,
38366,,
38479,,
38535,,
38585,,
38647,,
38669,,
38687,,
38849,,
38901,,
39146,,
39208,,
39255,,
39258,,
39425,,
39728,,
39872,,
39880,,
39893,,
40124,,
40129,,
40503,,
40639,,
41099,,
41361,,
41801,,
42125,,
42260,,
42296,,
42549,,
43280,,
43390,,
43432,,
43796,,
43815,,
43875,,
43998,,
44232,,
44283,,
44432,,
44530,,
44581,,
44700,,
44804,,
44962,,
44976,,
45104,,
45185,,
45254,,
45578,,
45630,,
45725,,
45990,,
46172,,
46435,,
46444,,
46469,,
46688,,
46769,,
46793,,
46815,,
47105,,
47837,,
47911,,
47960,,
47984,,
48502,,
48506,,
48550,,
48861,,
48973,,
49281,,
49942,,
49995,,
50048,,
50246,,
50304,,
50589,,
50712,,
50878,,
50962,,
51021,,
51032,,
51128,,
51215,,
51346,,
51679,,
51832,,
52275,,
52375,,
52420,,
52438,,
52612,,
52752,,
52784,,
52836,,
52846,,
52931,,
53098,,
53377,,
53402,,
53688,,
54007,,
54408,,
54473,,
54506,,
54590,,
54825,,
54949,,
54990,,
55279,,
55287,,
55876,,
56117,,
56221,,
56799,,
56843,,
56861,,
56875,,
57100,,
57162,,
57265,,
57468,,
57711,,
58895,,
58947,,
58974,,
59002,,
59031,,
59383,,
59589,,
59760,,
59900,,
60058,,
60685,,
60928,,
60936,,
60988,,
61089,,
61280,,
61320,,
61424,,
61823,,
61852,,
61961,,
62476,,
62828,,
63121,,
63165,,
63289,,
63298,,
63367,,
63429,,
63836,,
63941,,
64111,,
64629,,
64824,,
64950,,
65094,,
65300,,
65371,,
65533,,
