train,val,test
4,66,66
281,1080,1080
286,1101,1101
431,1289,1289
706,1295,1295
970,1952,1952
1020,2097,2097
1252,3055,3055
1660,3098,3098
1666,3191,3191
1774,3222,3222
1925,3997,3997
1943,4877,4877
2227,5307,5307
2391,6281,6281
2666,6359,6359
2706,6363,6363
2906,6449,6449
3084,6898,6898
3092,6951,6951
3264,7490,7490
3511,8279,8279
3672,9183,9183
3881,10246,10246
4211,10896,10896
4608,12442,12442
4797,13526,13526
4827,14039,14039
4963,14617,14617
5015,15139,15139
5114,15221,15221
5251,15231,15231
5264,15293,15293
5265,16209,16209
5456,20329,20329
5851,21432,21432
5852,22425,22425
5970,22740,22740
5992,24507,24507
6140,25331,25331
6175,26603,26603
6558,26939,26939
6582,27245,27245
6793,27739,27739
6843,28028,28028
7204,28603,28603
7329,28821,28821
7482,28922,28922
7955,29200,29200
8130,29888,29888
8213,30272,30272
8240,30369,30369
8531,31297,31297
8713,31300,31300
8805,31473,31473
8985,32035,32035
9154,32192,32192
9254,32432,32432
9341,33839,33839
9509,34688,34688
9658,34845,34845
9697,35792,35792
10077,36678,36678
10143,38018,38018
10252,38118,38118
10469,38479,38479
10548,38687,38687
10642,39258,39258
10800,40129,40129
11263,40503,40503
11417,40639,40639
11431,41801,41801
11557,42260,42260
11559,43390,43390
12159,43432,43432
12222,43796,43796
12244,43998,43998
12522,44581,44581
12902,45104,45104
13364,45578,45578
13387,45630,45630
13987,46793,46793
14051,47105,47105
14127,49995,49995
14312,50712,50712
14401,51032,51032
14424,51128,51128
14532,51215,51215
14542,52612,52612
15188,54408,54408
15209,54590,54590
15470,54949,54949
15486,56799,56799
15583,58947,58947
15671,59589,59589
15742,63429,63429
15871,63836,63836
15912,63941,63941
16042,64629,64629
16064,65533,65533
16325,,
16494,,
16876,,
16986,,
17067,,
17174,,
17291,,
17365,,
17416,,
17487,,
17738,,
17854,,
18014,,
18138,,
18196,,
18547,,
18568,,
18607,,
18810,,
18813,,
18896,,
18914,,
18981,,
19030,,
19157,,
19255,,
19512,,
19569,,
20205,,
20312,,
20316,,
20463,,
20670,,
20858,,
20882,,
21232,,
21260,,
21303,,
21373,,
21445,,
21910,,
21929,,
22155,,
22221,,
22290,,
22489,,
22654,,
22924,,
23523,,
23629,,
23796,,
24023,,
24563,,
24617,,
24759,,
24991,,
25256,,
25561,,
25604,,
25792,,
25923,,
25928,,
26025,,
26124,,
26190,,
26219,,
26533,,
26644,,
26862,,
26950,,
27249,,
27315,,
27747,,
27851,,
27950,,
28066,,
28121,,
28393,,
28519,,
28562,,
28736,,
29147,,
29240,,
29331,,
29615,,
29904,,
29915,,
30203,,
30508,,
30515,,
30539,,
30712,,
30738,,
30792,,
30794,,
30868,,
30986,,
31033,,
31333,,
31383,,
31793,,
32032,,
32042,,
32112,,
32596,,
32636,,
33708,,
33976,,
33984,,
34247,,
34277,,
34508,,
34649,,
34690,,
34720,,
34822,,
35197,,
35239,,
35592,,
35652,,
35754,,
35909,,
35953,,
35998,,
36008,,
36063,,
36204,,
36499,,
36513,,
36639,,
37190,,
37307,,
37367,,
37655,,
38019,,
38041,,
38048,,
38097,,
38349,,
38366,,
38535,,
38585,,
38647,,
38669,,
38849,,
38901,,
38959,,
39144,,
39146,,
39172,,
39208,,
39252,,
39255,,
39269,,
39297,,
39365,,
39425,,
39466,,
39728,,
39872,,
39880,,
39893,,
39990,,
40079,,
40124,,
40888,,
41099,,
41361,,
42125,,
42296,,
42549,,
43280,,
43671,,
43815,,
43875,,
44232,,
44283,,
44432,,
44530,,
44700,,
44804,,
44962,,
44976,,
45185,,
45254,,
45725,,
45990,,
46139,,
46172,,
46435,,
46444,,
46469,,
46543,,
46688,,
46736,,
46769,,
46815,,
47020,,
47431,,
47837,,
47911,,
47960,,
47984,,
48502,,
48506,,
48550,,
48861,,
48973,,
49281,,
49587,,
49872,,
49942,,
50048,,
50246,,
50304,,
50589,,
50878,,
50962,,
51021,,
51346,,
51499,,
51679,,
51832,,
51893,,
52108,,
52259,,
52275,,
52308,,
52375,,
52420,,
52438,,
52461,,
52752,,
52784,,
52836,,
52846,,
52931,,
53059,,
53098,,
53377,,
53402,,
53688,,
53859,,
53900,,
54007,,
54473,,
54506,,
54825,,
54928,,
54990,,
55279,,
55281,,
55287,,
55876,,
56117,,
56221,,
56351,,
56500,,
56843,,
56861,,
56875,,
56947,,
56993,,
57100,,
57162,,
57265,,
57468,,
57598,,
57711,,
58895,,
58974,,
59002,,
59031,,
59383,,
59515,,
59760,,
59900,,
60058,,
60287,,
60685,,
60928,,
60936,,
60988,,
61033,,
61089,,
61100,,
61280,,
61320,,
61424,,
61493,,
61689,,
61823,,
61852,,
61961,,
62476,,
62641,,
62828,,
63015,,
63121,,
63165,,
63289,,
63298,,
63367,,
63897,,
64111,,
64188,,
64771,,
64824,,
64950,,
65022,,
65094,,
65300,,
65371,,
